Voltage (V),Current (A),Power (W),Delta Time (s),Energy_step_Wh,Cumulative_Energy_Wh,Cumulative_time_s
24.03,0.69,16.5,2.121,0.009721249999999999,2.202917305555554,507.57700000000017
24.03,0.66,15.8,2.12,0.009304444444444445,2.2122217499999985,509.6970000000002
24.03,0.66,15.8,2.123,0.009317611111111113,2.22153936111111,511.82000000000016
24.03,0.69,16.5,2.119,0.009712083333333335,2.2312514444444433,513.9390000000002
24.03,0.69,16.5,2.121,0.009721249999999999,2.2409726944444435,516.0600000000002
24.03,0.69,16.5,2.132,0.009771666666666668,2.25074436111111,518.1920000000001
24.03,0.69,16.5,2.131,0.009767083333333332,2.260511444444443,520.3230000000001
24.03,0.69,16.5,2.127,0.009748749999999999,2.270260194444443,522.45
24.03,0.69,16.5,2.119,0.009712083333333335,2.2799722777777767,524.5690000000001
24.02,0.69,16.5,2.12,0.009716666666666669,2.2896889444444435,526.6890000000001
24.03,0.66,15.8,2.127,0.009335166666666667,2.2990241111111103,528.816
24.03,0.66,15.8,2.121,0.009308833333333334,2.3083329444444436,530.937
24.03,0.66,15.8,2.119,0.009300055555555556,2.317632999999999,533.056
24.03,0.69,16.5,2.128,0.009753333333333334,2.3273863333333322,535.1840000000001
24.03,0.69,16.5,2.121,0.009721249999999999,2.3371075833333324,537.3050000000001
24.03,0.69,16.5,2.119,0.009712083333333335,2.346819666666666,539.4240000000001
24.03,0.69,16.5,2.127,0.009748749999999999,2.356568416666666,541.551
24.03,0.69,16.5,2.12,0.009716666666666669,2.3662850833333327,543.671
24.03,0.66,15.8,2.119,0.009300055555555556,2.375585138888888,545.7900000000001
24.03,0.69,16.5,2.128,0.009753333333333334,2.3853384722222213,547.9180000000001
24.03,0.66,15.8,2.12,0.009304444444444445,2.394642916666666,550.0380000000001
24.03,0.69,16.5,2.119,0.009712083333333335,2.4043549999999994,552.1570000000002
24.03,0.66,15.8,2.127,0.009335166666666667,2.413690166666666,554.2840000000001
24.02,0.66,15.8,2.12,0.009304444444444445,2.4229946111111107,556.4040000000001
24.03,0.69,16.5,2.119,0.009712083333333335,2.432706694444444,558.5230000000001
24.03,0.66,15.8,2.133,0.0093615,2.442068194444444,560.6560000000002
24.03,0.69,16.5,2.119,0.009712083333333335,2.4517802777777775,562.7750000000002
24.03,0.66,15.8,2.119,0.009300055555555556,2.461080333333333,564.8940000000002
24.03,0.69,16.5,2.128,0.009753333333333334,2.470833666666666,567.0220000000003
