Voltage (V),Current (A),Power (W),Delta Time (s),Energy_step_Wh,Cumulative_Energy_Wh,Cumulative_time_s
24.0,2.13,51.1,2.121,0.030106416666666667,11.780568361111118,405.4150000000003
24.01,2.25,54.0,2.117,0.031755,11.812323361111119,407.5320000000003
24.0,1.47,35.2,2.133,0.020856000000000003,11.83317936111112,409.6650000000003
24.01,1.5,36.0,2.117,0.02117,11.854349361111119,411.7820000000003
23.94,2.22,53.1,2.119,0.031255250000000005,11.885604611111118,413.90100000000035
23.89,10.56,252.2,2.131,0.14928838888888887,12.034893000000007,416.0320000000003
23.89,10.47,250.1,2.124,0.147559,12.182452000000007,418.15600000000035
24.0,2.25,54.0,2.12,0.0318,12.214252000000007,420.27600000000035
24.01,1.53,36.7,2.139,0.021805916666666668,12.236057916666674,422.41500000000036
24.01,2.07,49.7,2.118,0.029240166666666668,12.26529808333334,424.53300000000036
23.99,1.56,37.4,2.132,0.022149111111111112,12.28744719444445,426.66500000000036
24.0,2.25,54.0,2.118,0.03177,12.31921719444445,428.78300000000036
24.0,2.04,48.9,2.119,0.028783083333333334,12.348000277777784,430.9020000000004
24.0,1.53,36.7,2.13,0.02171416666666667,12.369714444444451,433.0320000000004
24.0,2.25,54.0,2.121,0.031815,12.401529444444451,435.15300000000036
24.01,1.95,46.8,2.12,0.027559999999999998,12.42908944444445,437.27300000000037
24.0,2.22,53.2,2.129,0.03146188888888889,12.460551333333338,439.4020000000004
24.01,1.41,33.8,2.119,0.019895055555555558,12.480446388888893,441.5210000000004
24.0,2.19,52.5,2.12,0.03091666666666667,12.51136305555556,443.6410000000004
23.89,10.74,256.5,2.131,0.15183375,12.66319680555556,445.7720000000004
23.88,10.29,245.7,2.118,0.14455349999999997,12.80775030555556,447.8900000000004
24.02,1.86,44.6,2.118,0.026239666666666668,12.833989972222227,450.0080000000004
24.01,2.04,48.9,2.115,0.02872875,12.862718722222228,452.1230000000004
24.0,2.25,54.0,2.13,0.03195,12.894668722222228,454.2530000000004
24.0,2.25,54.0,2.12,0.0318,12.926468722222229,456.3730000000004
24.01,1.59,38.1,2.119,0.022426083333333336,12.948894805555561,458.4920000000004
24.01,2.13,51.1,2.129,0.03021997222222222,12.979114777777783,460.62100000000044
24.0,2.16,51.8,2.119,0.030490055555555555,13.009604833333338,462.74000000000046
24.01,2.25,54.0,2.117,0.031755,13.041359833333338,464.8570000000005
24.0,1.89,45.3,2.132,0.026827666666666666,13.068187500000004,466.9890000000005
24.0,2.25,54.0,2.116,0.031740000000000004,13.099927500000003,469.1050000000005
24.01,1.74,41.7,2.119,0.02454508333333334,13.124472583333336,471.2240000000005
24.0,2.07,49.6,2.119,0.029195111111111116,13.153667694444447,473.34300000000053
23.89,10.74,256.5,2.131,0.15183375,13.305501444444447,475.4740000000005
23.89,10.8,258.0,2.116,0.15164666666666668,13.457148111111113,477.5900000000005
23.86,10.68,254.8,2.121,0.15011966666666665,13.60726777777778,479.71100000000047
24.0,2.25,54.0,2.133,0.031995,13.63926277777778,481.84400000000045
24.0,1.92,46.0,2.116,0.02703777777777778,13.666300555555559,483.96000000000043
24.0,2.13,51.1,2.12,0.030092222222222225,13.696392777777781,486.08000000000044
24.0,2.25,54.0,2.131,0.03196499999999999,13.72835777777778,488.2110000000004
24.0,2.16,51.8,2.119,0.030490055555555555,13.758847833333336,490.33000000000044
24.01,1.86,44.6,2.12,0.026264444444444448,13.785112277777781,492.45000000000044
23.99,2.16,51.8,2.133,0.030691499999999997,13.81580377777778,494.5830000000004
24.01,1.71,41.0,2.122,0.024167222222222222,13.839971000000002,496.70500000000044
24.0,1.44,34.5,2.121,0.020326249999999997,13.860297250000002,498.8260000000004
24.0,1.62,38.8,2.125,0.022902777777777775,13.88320002777778,500.9510000000004
24.0,2.16,51.8,2.117,0.030461277777777775,13.913661305555559,503.06800000000044
24.0,2.28,54.7,2.117,0.03216663888888889,13.945827944444448,505.18500000000046
23.87,10.56,252.0,2.135,0.14945,14.095277944444447,507.32000000000045
23.87,10.23,244.1,2.123,0.14395119444444446,14.239229138888891,509.44300000000044
24.0,1.71,41.0,2.118,0.024121666666666666,14.263350805555557,511.56100000000043
23.99,2.28,54.6,2.132,0.032335333333333334,14.295686138888891,513.6930000000004
24.01,2.16,51.8,2.122,0.03053322222222222,14.326219361111114,515.8150000000004
24.01,2.19,52.5,2.116,0.030858333333333335,14.357077694444447,517.9310000000004
24.0,1.71,41.0,2.128,0.024235555555555555,14.381313250000003,520.0590000000004
23.99,1.59,38.1,2.122,0.022457833333333337,14.403771083333337,522.1810000000004
24.0,1.47,35.2,2.115,0.02068,14.424451083333338,524.2960000000004
23.99,2.25,53.9,2.132,0.03192077777777778,14.456371861111116,526.4280000000003
24.0,1.95,46.8,2.117,0.027520999999999997,14.483892861111116,528.5450000000003
24.0,1.56,37.4,2.117,0.021993277777777775,14.505886138888894,530.6620000000003
24.0,1.86,44.6,2.118,0.026239666666666668,14.53212580555556,532.7800000000003
